Top pages,Clicks,Impressions,CTR,Position
https://www.hsbteleet.com/Automobile-2,0,5,0%,1.6
https://hsbteleet.com/paper/QP-JULY-24/220945.pdf,0,5,0%,2
https://hsbteleet.com/paper/QP-JULY-24/224123.pdf,0,5,0%,2.2
https://hsbteleet.com/html/Ceramic-2.html,0,5,0%,2.6
https://hsbteleet.com/Fashion-Design-6,0,5,0%,2.8
https://hsbteleet.com/paper/QP- Dec-2024/221612.pdf,0,5,0%,3.2
https://www.hsbteleet.com/ece-2.html,0,5,0%,3.2
https://hsbteleet.com/paper/QP-June-2025/222923.pdf,0,5,0%,3.4
https://www.hsbteleet.com/paper/QP-June-2025/220422.pdf,0,5,0%,3.4
https://hsbteleet.com/paper/QP-January-2024/221923.pdf,0,5,0%,4
https://hsbteleet.com/paper/QP-June-2025/220763A.pdf,0,5,0%,4
https://www.hsbteleet.com/paper/QP- Dec-2024/220724.pdf,0,5,0%,4
https://hsbteleet.com/paper/QP-JULY-24/223021.pdf,0,5,0%,4.2
https://hsbteleet.com/Automation-3.html,0,5,0%,4.4
https://hsbteleet.com/Ceramic-4,0,5,0%,4.4
https://hsbteleet.com/paper/QP-July-2023/223924.pdf,0,5,0%,4.4
https://hsbteleet.com/paper/QP-July-2023/ER20-26T.pdf,0,5,0%,4.4
https://hsbteleet.com/paper/QP-June-2025/221643.pdf,0,5,0%,4.4
https://hsbteleet.com/paper/QP- Dec-2024/222722.pdf,0,5,0%,4.6
https://hsbteleet.com/paper/QP-June-2025/220017.pdf,0,5,0%,4.6
https://hsbteleet.com/Automation-2,0,5,0%,4.8
https://hsbteleet.com/paper/QP- Dec-2024/221644.pdf,0,5,0%,4.8
https://www.hsbteleet.com/paper/QP-June-2025/220833.pdf,0,5,0%,4.8
https://hsbteleet.com/paper/QP- Dec-2024/223924.pdf,0,5,0%,5
https://hsbteleet.com/dbm-3.html,0,5,0%,5.2
https://hsbteleet.com/html/Medical-Electronics-3.html,0,5,0%,5.2
https://hsbteleet.com/paper/QP-Dec-2025/ER20-22T.pdf,0,5,0%,5.2
https://hsbteleet.com/paper/QP-June-2025/222752.pdf,0,5,0%,5.2
https://www.hsbteleet.com/paper/QP-June-2025/221764A.pdf,0,5,0%,5.2
https://hsbteleet.com/html/Textile-Technology-5,0,5,0%,5.4
https://hsbteleet.com/paper/QP-Dec-2025/222743.pdf,0,5,0%,5.4
https://hsbteleet.com/paper/QP-June-2025/222543.pdf,0,5,0%,5.4
https://www.hsbteleet.com/paper/QP-Dec-2025/223031.pdf,0,5,0%,5.4
https://hsbteleet.com/html/Food-6.html,0,5,0%,5.6
https://hsbteleet.com/html/Textile-Design-4,0,5,0%,5.6
https://hsbteleet.com/html/Fashion-Technology-1.html,0,5,0%,5.8
https://hsbteleet.com/leet-counselling.html,0,5,0%,5.8
https://hsbteleet.com/paper/QP- Dec-2024/221121.pdf,0,5,0%,5.8
https://hsbteleet.com/paper/QP-June-2025/221635.pdf,0,5,0%,5.8
https://www.hsbteleet.com/paper/QP-June-2025/220142.pdf,0,5,0%,5.8
https://hsbteleet.com/Hotel-Management-4.html,0,5,0%,6
https://www.hsbteleet.com/paper/QP-JULY-24/220725.pdf,0,5,0%,6
https://hsbteleet.com/Architectural-Assistantship-3.html,0,5,0%,6.2
https://hsbteleet.com/html/Fashion-Technology-3.html,0,5,0%,6.2
https://hsbteleet.com/html/FAA-4.html,0,5,0%,6.4
https://hsbteleet.com/paper/QP-JULY-24/223133.pdf,0,5,0%,6.4
https://hsbteleet.com/paper/QP-June-2025/222032.pdf,0,5,0%,6.4
https://hsbteleet.com/paper/QP-JULY-24/220023-212823.pdf,0,5,0%,7
https://hsbteleet.com/paper/QP-JULY-24/220533.pdf,0,5,0%,7
https://www.hsbteleet.com/haryana-diploma-info,0,5,0%,7
https://hsbteleet.com/paper/QP- Dec-2024/220154.pdf,0,5,0%,7.2
https://hsbteleet.com/paper/QP-JULY-24/221122.pdf,0,5,0%,7.2
https://hsbteleet.com/paper/QP-January-2024/223121.pdf,0,5,0%,7.2
https://hsbteleet.com/Office-Management-1,0,5,0%,7.4
https://hsbteleet.com/paper/QP- Dec-2024/223232.pdf,0,5,0%,7.4
https://hsbteleet.com/paper/QP-June-2025/221146.pdf,0,5,0%,7.4
https://www.hsbteleet.com/paper/QP- Dec-2024/222743.pdf,0,5,0%,7.4
https://hsbteleet.com/paper/QP- Dec-2024/220021-212824.pdf,0,5,0%,7.6
https://hsbteleet.com/paper/QP-January-2024/220222.pdf,0,5,0%,7.6
https://hsbteleet.com/paper/QP-January-2024/221932.pdf,0,5,0%,7.6
https://hsbteleet.com/paper/QP- Dec-2024/223946.pdf,0,5,0%,7.8
https://hsbteleet.com/paper/QP-June-2025/226744-M.pdf,0,5,0%,7.8
https://hsbteleet.com/civil-5,0,5,0%,8
https://hsbteleet.com/paper/QP-JULY-24/221131.pdf,0,5,0%,8
https://www.hsbteleet.com/paper/QP- Dec-2024/221042-212842.pdf,0,5,0%,8
https://hsbteleet.com/paper/QP- Dec-2024/222715.pdf,0,5,0%,8.2
https://hsbteleet.com/paper/QP-JULY-24/220027-212825.pdf,0,5,0%,8.2
https://hsbteleet.com/paper/QP-JULY-24/223915.pdf,0,5,0%,8.2
https://hsbteleet.com/paper/QP-January-2024/223923.pdf,0,5,0%,8.2
https://hsbteleet.com/paper/QP-Dec-2025/221134.pdf,0,5,0%,8.4
https://hsbteleet.com/paper/QP- Dec-2024/223131.pdf,0,5,0%,8.6
https://hsbteleet.com/paper/QP-Dec-2025/223913.pdf,0,5,0%,8.6
https://hsbteleet.com/paper/QP-Dec-2025/221646A.pdf,0,5,0%,8.8
https://hsbteleet.com/paper/QP-July-2023/221914.pdf,0,5,0%,8.8
https://hsbteleet.com/paper/QP-Dec-2025/220451.pdf,0,5,0%,9
https://hsbteleet.com/paper/QP-Dec-2025/221125.pdf,0,5,0%,9
https://hsbteleet.com/paper/QP-JULY-24/222244.pdf,0,5,0%,9
https://hsbteleet.com/paper/QP-June-2025/222962A.pdf,0,5,0%,9
https://hsbteleet.com/paper/QP- Dec-2024/222011.pdf,0,5,0%,9.8
https://hsbteleet.com/paper/QP-January-2024/ER20-24T.pdf,0,5,0%,10
https://hsbteleet.com/paper/QP-Dec-2025/220264A.pdf,0,5,0%,10.2
https://hsbteleet.com/paper/QP- Dec-2024/220254A.pdf,0,5,0%,10.6
https://hsbteleet.com/paper/QP- Dec-2024/226753R.pdf,0,5,0%,10.8
https://hsbteleet.com/paper/QP-JULY-24/221642.pdf,0,5,0%,19.4
https://hsbteleet.com/paper/QP-Dec-2025/220945.pdf,0,5,0%,21.6
https://hsbteleet.com/paper/QP-June-2025/221533.pdf,0,5,0%,23.8
https://hsbteleet.com/Ceramic-1,0,5,0%,25.8
https://hsbteleet.com/paper/QP-June-2025/222263C.pdf,0,5,0%,37.4
https://hsbteleet.com/paper/QP-January-2024/222013.pdf,0,5,0%,48.6
https://hsbteleet.com/paper/QP-Dec-2025/226753-M.pdf,0,5,0%,94.4
https://hsbteleet.com/paper/QP-JULY-24/220125.pdf,0,4,0%,1
https://hsbteleet.com/paper/QP-JULY-24/221733.pdf,0,4,0%,1.25
https://hsbteleet.com/paper/QP-June-2025/220931.pdf,0,4,0%,2
https://www.hsbteleet.com/paper/QP-JULY-24/220942.pdf,0,4,0%,2.25
https://hsbteleet.com/paper/QP-June-2025/220834.pdf,0,4,0%,2.5
https://hsbteleet.com/paper/QP-JULY-24/221743.pdf,0,4,0%,3
https://www.hsbteleet.com/paper/QP-June-2025/222734.pdf,0,4,0%,3
https://hsbteleet.com/paper/QP-June-2025/220924.pdf,0,4,0%,3.25
https://www.hsbteleet.com/paper/QP-JULY-24/220243.pdf,0,4,0%,3.75
https://hsbteleet.com/paper/QP- Dec-2024/223921.pdf,0,4,0%,4
https://hsbteleet.com/paper/QP-Dec-2025/221947.pdf,0,4,0%,4
https://hsbteleet.com/paper/QP-JULY-24/220844.pdf,0,4,0%,4
https://hsbteleet.com/paper/QP-January-2024/ER20-15T.pdf,0,4,0%,4
https://hsbteleet.com/paper/QP-January-2024/ER20-26T.pdf,0,4,0%,4
https://hsbteleet.com/paper/QP-June-2025/221946.pdf,0,4,0%,4
https://hsbteleet.com/paper/QP-JULY-24/221744.pdf,0,4,0%,4.25
https://hsbteleet.com/paper/QP-JULY-24/ER20-11T.pdf,0,4,0%,4.25
https://hsbteleet.com/paper/QP-July-2023/220314.pdf,0,4,0%,4.5
https://hsbteleet.com/paper/QP-June-2025/220942.pdf,0,4,0%,4.75
https://hsbteleet.com/paper/QP-June-2025/221744.pdf,0,4,0%,4.75
https://hsbteleet.com/paper/QP-June-2025/223844.pdf,0,4,0%,4.75
https://www.hsbteleet.com/paper/QP-January-2024/220924.pdf,0,4,0%,4.75
https://hsbteleet.com/html/btech-leet-premium.html,0,4,0%,5
https://hsbteleet.com/paper/QP-Dec-2025/220761.pdf,0,4,0%,5
https://hsbteleet.com/paper/QP-Dec-2025/ER20-11T.pdf,0,4,0%,5
https://hsbteleet.com/paper/QP- Dec-2024/221645.pdf,0,4,0%,5.25
https://hsbteleet.com/paper/QP-June-2025/221754.pdf,0,4,0%,5.25
https://www.hsbteleet.com/paper/QP-June-2025/222255C.pdf,0,4,0%,5.25
https://hsbteleet.com/html/Medical-Electronics-4.html,0,4,0%,5.5
https://hsbteleet.com/paper/QP- Dec-2024/220731.pdf,0,4,0%,5.5
https://hsbteleet.com/paper/QP-January-2024/223912.pdf,0,4,0%,5.5
https://hsbteleet.com/paper/QP-June-2025/220041.pdf,0,4,0%,5.5
https://www.hsbteleet.com/paper/QP-Dec-2025/220041.pdf,0,4,0%,5.5
https://hsbteleet.com/Architectural-Assistantship-6,0,4,0%,5.75
https://hsbteleet.com/Textile-Technology-5,0,4,0%,5.75
https://hsbteleet.com/paper/QP- Dec-2024/221744.pdf,0,4,0%,5.75
https://hsbteleet.com/paper/QP-JULY-24/220145B.pdf,0,4,0%,5.75
https://hsbteleet.com/paper/QP-JULY-24/220746.pdf,0,4,0%,5.75
https://hsbteleet.com/paper/QP-July-2023/220827.pdf,0,4,0%,5.75
https://hsbteleet.com/paper/QP-June-2025/222753.pdf,0,4,0%,5.75
https://www.hsbteleet.com/paper/QP-January-2024/ER20-25T.pdf,0,4,0%,5.75
https://hsbteleet.com/paper/QP- Dec-2024/224123.pdf,0,4,0%,6
https://hsbteleet.com/paper/QP-Dec-2025/222923.pdf,0,4,0%,6
https://hsbteleet.com/paper/QP-JULY-24/220334.pdf,0,4,0%,6
https://hsbteleet.com/paper/QP-JULY-24/222643.pdf,0,4,0%,6
https://hsbteleet.com/paper/QP-June-2025/220025.pdf,0,4,0%,6
https://www.hsbteleet.com/paper/QP-JULY-24/212862.pdf,0,4,0%,6
https://hsbteleet.com/paper/QP- Dec-2024/223021.pdf,0,4,0%,6.25
https://hsbteleet.com/paper/QP-JULY-24/220942.pdf,0,4,0%,6.25
https://hsbteleet.com/ai-ml-2,0,4,0%,6.5
https://hsbteleet.com/paper/QP- Dec-2024/220844.pdf,0,4,0%,6.5
https://hsbteleet.com/paper/QP- Dec-2024/221642.pdf,0,4,0%,6.5
https://hsbteleet.com/paper/QP- Dec-2024/221942.pdf,0,4,0%,6.5
https://hsbteleet.com/paper/QP- Dec-2024/223013.pdf,0,4,0%,6.5
https://hsbteleet.com/paper/QP-July-2023/ER20-24T.pdf,0,4,0%,6.5
https://www.hsbteleet.com/dbm-4-mr.html,0,4,0%,6.5
https://hsbteleet.com/paper/QP-June-2025/221644.pdf,0,4,0%,6.75
https://hsbteleet.com/paper/QP- Dec-2024/222623.pdf,0,4,0%,7
https://hsbteleet.com/FAA-3,0,4,0%,7.25
https://hsbteleet.com/paper/QP- Dec-2024/220024.pdf,0,4,0%,7.25
https://hsbteleet.com/paper/QP- Dec-2024/223944.pdf,0,4,0%,7.25
https://hsbteleet.com/paper/QP- Dec-2024/ER20-24T.pdf,0,4,0%,7.25
https://hsbteleet.com/paper/QP-Dec-2025/220921.pdf,0,4,0%,7.25
https://hsbteleet.com/paper/QP-JULY-24/220843.pdf,0,4,0%,7.25
https://hsbteleet.com/Instrumentation-&-Control-4,0,4,0%,7.5
https://hsbteleet.com/dbm-5.html,0,4,0%,7.5
https://hsbteleet.com/paper/QP-Dec-2025/223832.pdf,0,4,0%,7.5
https://hsbteleet.com/paper/QP-JULY-24/220133.pdf,0,4,0%,7.5
https://hsbteleet.com/html/Textile-Technology-6,0,4,0%,7.75
https://hsbteleet.com/paper/QP-Dec-2025/250015-220015-200015-170015-120015-060035-030015(Group-II).pdf,0,4,0%,7.75
https://hsbteleet.com/paper/QP-June-2025/220553.pdf,0,4,0%,7.75
https://hsbteleet.com/paper/QP-June-2025/220756A.pdf,0,4,0%,7.75
https://hsbteleet.com/paper/QP-June-2025/222033.pdf,0,4,0%,7.75
https://www.hsbteleet.com/paper/QP-Dec-2025/222551.pdf,0,4,0%,7.75
https://hsbteleet.com/paper/QP-Dec-2025/223956.pdf,0,4,0%,8
https://hsbteleet.com/paper/QP-JULY-24/221622.pdf,0,4,0%,8
https://hsbteleet.com/paper/QP- Dec-2024/220242.pdf,0,4,0%,8.5
https://www.hsbteleet.com/paper/QP-January-2024/221635.pdf,0,4,0%,8.5
https://hsbteleet.com/paper/QP-JULY-24/ER20-22T.pdf,0,4,0%,8.75
https://hsbteleet.com/paper/QP-JULY-24/224121.pdf,0,4,0%,9
https://hsbteleet.com/paper/QP-Dec-2025/220843.pdf,0,4,0%,9.25
https://hsbteleet.com/paper/QP- Dec-2024/220345.pdf,0,4,0%,9.5
https://hsbteleet.com/paper/QP-January-2024/222721.pdf,0,4,0%,9.5
https://hsbteleet.com/paper/QP- Dec-2024/ER20-26T.pdf,0,4,0%,10
https://hsbteleet.com/paper/QP-Dec-2025/220021-212824-170332.pdf,0,4,0%,10
https://hsbteleet.com/paper/QP-JULY-24/221534.pdf,0,4,0%,10.25
https://hsbteleet.com/paper/QP-January-2024/223034.pdf,0,4,0%,10.25
https://hsbteleet.com/html/Agriculture-4.html,0,4,0%,10.5
https://hsbteleet.com/paper/QP-July-2023/223112.pdf,0,4,0%,10.5
"https://hsbteleet.com/paper/Question Papers of May June 2025 Exam of all 
semesters (26.05.2025 to 25.06.2025)/Question Papers of May June 2025 Exam 
of all semesters (26.05.2025 to 25.06.2025)/222962A.pdf",0,4,0%,10.5
https://hsbteleet.com/paper/QP-Dec-2025/220821.pdf,0,4,0%,10.75
https://hsbteleet.com/paper/QP-Dec-2025/221862-212861.pdf,0,4,0%,10.75
https://hsbteleet.com/paper/QP-January-2024/221612.pdf,0,4,0%,11.75
https://hsbteleet.com/paper/QP-Dec-2025/220533.pdf,0,4,0%,12.25
https://hsbteleet.com/dbm-4-retail,0,4,0%,12.5
https://hsbteleet.com/paper/QP-June-2025/220264A.pdf,0,4,0%,12.5
https://hsbteleet.com/html/Textile-Technology-4.html,0,4,0%,12.75
https://hsbteleet.com/paper/QP-June-2025/220734.pdf,0,4,0%,16.5
https://hsbteleet.com/paper/QP-June-2025/223912.pdf,0,4,0%,16.75
https://hsbteleet.com/paper/QP-June-2025/221132.pdf,0,4,0%,17.5
https://hsbteleet.com/paper/QP-January-2024/223023.pdf,0,4,0%,19.75
https://hsbteleet.com/paper/QP-June-2025/222015.pdf,0,4,0%,19.75
https://hsbteleet.com/paper/QP-Dec-2025/221645.pdf,0,4,0%,20.25
https://hsbteleet.com/paper/QP-JULY-24/220733.pdf,0,4,0%,23
https://hsbteleet.com/paper/QP-June-2025/180235.pdf,0,4,0%,23
https://hsbteleet.com/paper/QP-JULY-24/220731.pdf,0,4,0%,25
https://www.hsbteleet.com/paper/QP-JULY-24/222022.pdf,0,4,0%,25.25
https://hsbteleet.com/paper/QP- Dec-2024/222743.pdf,0,4,0%,26.5
https://hsbteleet.com/paper/QP-January-2024/220921.pdf,0,4,0%,26.5
"https://hsbteleet.com/paper/Question Papers for January 2024 Exam/Question 
Paper January 2024 Exam/220421.pdf",0,4,0%,28.75
https://hsbteleet.com/paper/QP-June-2025/223162C.pdf,0,4,0%,30.25
https://hsbteleet.com/paper/QP-JULY-24/224135.pdf,0,4,0%,31
https://www.hsbteleet.com/Food,0,4,0%,33.25
https://hsbteleet.com/paper/QP-January-2024/224112.pdf,0,4,0%,39
https://hsbteleet.com/paper/QP-June-2025/202027.pdf,0,4,0%,42.25
https://hsbteleet.com/paper/QP-June-2025/223845A.pdf,0,4,0%,45.25
https://hsbteleet.com/paper/QP JULY 24/QP JULY 24/222942.pdf,0,3,0%,1
https://hsbteleet.com/paper/QP- Dec-2024/221633.pdf,0,3,0%,1
https://hsbteleet.com/paper/QP-June-2025/222022.pdf,0,3,0%,1
https://www.hsbteleet.com/paper/QP-JULY-24/220944.pdf,0,3,0%,1
https://hsbteleet.com/paper/QP-Dec-2025/222551.pdf,0,3,0%,1.33
https://hsbteleet.com/paper/QP- Dec-2024/220944.pdf,0,3,0%,1.67
https://hsbteleet.com/paper/QP-Dec-2025/220762.pdf,0,3,0%,1.67
https://hsbteleet.com/dbm-4.html,0,3,0%,2
https://hsbteleet.com/paper/QP-June-2025/221524.pdf,0,3,0%,2
https://hsbteleet.com/paper/QP-June-2025/ER20-11T.pdf,0,3,0%,2
https://hsbteleet.com/Textile-Processing-6.html,0,3,0%,2.33
https://hsbteleet.com/paper/QP-Dec-2025/220942.pdf,0,3,0%,2.33
https://hsbteleet.com/paper/QP-JULY-24/222535.pdf,0,3,0%,2.33
https://hsbteleet.com/paper/QP-June-2025/223864B.pdf,0,3,0%,2.33
https://hsbteleet.com/paper/QP- Dec-2024/223914.pdf,0,3,0%,2.67
https://hsbteleet.com/dbm.html,0,3,0%,3
https://hsbteleet.com/paper/QP-JULY-24/ER20-15T.pdf,0,3,0%,3
https://www.hsbteleet.com/paper/QP- Dec-2024/221532.pdf,0,3,0%,3
https://hsbteleet.com/paper/QP- Dec-2024/221945.pdf,0,3,0%,3.33
https://hsbteleet.com/paper/QP-JULY-24/223032.pdf,0,3,0%,3.33
https://hsbteleet.com/paper/QP-JULY-24/223045B.pdf,0,3,0%,3.33
https://hsbteleet.com/paper/QP-July-2023/221122.pdf,0,3,0%,3.33
https://hsbteleet.com/paper/QP-June-2025/220763B.pdf,0,3,0%,3.33
https://hsbteleet.com/paper/QP-June-2025/221945.pdf,0,3,0%,3.33
https://www.hsbteleet.com/paper/QP-June-2025/221652A.pdf,0,3,0%,3.33
https://hsbteleet.com/paper/QP- Dec-2024/221743.pdf,0,3,0%,3.67
https://hsbteleet.com/paper/QP-January-2024/223914.pdf,0,3,0%,3.67
https://hsbteleet.com/paper/QP-June-2025/223121.pdf,0,3,0%,3.67
https://www.hsbteleet.com/paper/QP-Dec-2025/220362.pdf,0,3,0%,3.67
https://hsbteleet.com/Textile-Design-3.html,0,3,0%,4
https://hsbteleet.com/paper/QP- Dec-2024/220453A.pdf,0,3,0%,4
https://hsbteleet.com/paper/QP- Dec-2024/220945.pdf,0,3,0%,4
https://hsbteleet.com/paper/QP-JULY-24/221545B.pdf,0,3,0%,4
https://hsbteleet.com/paper/QP-July-2023/220026-212826.pdf,0,3,0%,4
https://hsbteleet.com/paper/QP-June-2025/221024-212821.pdf,0,3,0%,4
https://hsbteleet.com/Plastic-4.html,0,3,0%,4.33
https://hsbteleet.com/dbm-5-hr,0,3,0%,4.33
"https://hsbteleet.com/paper/QP's Dec 2024 Examination/QP's Dec 2024 
Examination/220343.pdf",0,3,0%,4.33
https://hsbteleet.com/paper/QP- Dec-2024/222234.pdf,0,3,0%,4.33
https://hsbteleet.com/paper/QP-Dec-2025/221642.pdf,0,3,0%,4.33
https://hsbteleet.com/paper/QP-Dec-2025/221732-181734-171734-121734-031734-030133.pdf,0,3,0%,4.33
https://hsbteleet.com/paper/QP-Dec-2025/223921.pdf,0,3,0%,4.33
https://www.hsbteleet.com/paper/QP-Dec-2025/222563A.pdf,0,3,0%,4.33
https://www.hsbteleet.com/paper/QP-June-2025/221545C.pdf,0,3,0%,4.33
https://hsbteleet.com/html/Automation-1.html,0,3,0%,4.67
https://hsbteleet.com/paper/QP- Dec-2024/220451.pdf,0,3,0%,4.67
https://hsbteleet.com/paper/QP- Dec-2024/220954A.pdf,0,3,0%,4.67
https://hsbteleet.com/paper/QP-July-2023/220523.pdf,0,3,0%,4.67
https://hsbteleet.com/paper/QP-June-2025/221063A.pdf,0,3,0%,4.67
https://hsbteleet.com/btech-sample-paper-3.html,0,3,0%,5
https://hsbteleet.com/html/papers-updating-soon.html,0,3,0%,5
https://hsbteleet.com/paper/QP-January-2024/222523.pdf,0,3,0%,5
https://hsbteleet.com/paper/QP-Dec-2025/221762.pdf,0,3,0%,5.33
https://hsbteleet.com/paper/QP-Dec-2025/222724.pdf,0,3,0%,5.33
https://hsbteleet.com/paper/QP-Dec-2025/223253B.pdf,0,3,0%,5.33
https://hsbteleet.com/paper/QP-June-2025/222632.pdf,0,3,0%,5.33
